Issue_ID,Issue_Type,Summary,Description,Priority,Status,Component,Labels,Preconditions,Test_Steps,Expected_Result,Actual_Result,Test_Data
VWO-TC-4318,Test,Verify notification bell shows unread count,Test covers: Dashboard. Verify notification bell shows unread count. Validates correct system behavior under Pre-prod environment.,High,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Account Owner role)
2. Browser: Edge 124, OS: macOS Sonoma
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Login to VWO
2. Observe notification bell icon in header",Bell shows numeric badge with count of unread notifications.,,Account with 3 unread notifications
VWO-TC-4319,Test,Verify revenue impact metric in test report,Test covers: Reports & Analytics. Verify revenue impact metric in test report. Validates correct system behavior under Staging environment.,High,To Do,Reports,"reports,analytics,export","1. VWO account is active (Team Member role)
2. Browser: Chrome Mobile, OS: macOS Sonoma
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Open A/B test with revenue goal configured
2. Navigate to Reports
3. Check revenue impact row",Revenue impact shows estimated lift per variation with confidence interval.,,Test with revenue goal: $
VWO-TC-4320,Test,Verify chart data loads asynchronously [Chrome 124 / Pre-prod],Test covers: Performance. Verify chart data loads asynchronously. Validates correct system behavior under Pre-prod environment.,Low,To Do,Performance,"performance,load,speed","1. VWO account is active (Team Member role)
2. Browser: Chrome 124, OS: Windows 11
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Open a test report
2. Observe loading behavior",Page skeleton shown first. Charts load asynchronously without blocking UI.,,Test with 90 days data
VWO-TC-4321,Test,Verify traffic split configuration for A/B test [Edge 124 / Staging],Test covers: A/B Testing. Verify traffic split configuration for A/B test. Validates correct system behavior under Staging environment.,High,To Do,AB Testing,"ab-test,campaigns,experiment","1. VWO account is active (Viewer role)
2. Browser: Edge 124, OS: iOS 17
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Create new A/B test
2. Go to traffic allocation step
3. Set Control: 50%, Variation: 50%
4. Save",Traffic split saved as 50/50. Visual indicator updated.,,"Split: 50% control, 50% variation"
VWO-TC-4322,Test,Verify heatmap loads for a configured page,Test covers: Heatmaps. Verify heatmap loads for a configured page. Validates correct system behavior under Production environment.,Medium,To Do,Heatmaps,"heatmap,analytics,recordings","1. VWO account is active (Admin role)
2. Browser: Safari 17, OS: Ubuntu 22.04
3. Environment: Production
4. User is logged in to app.vwo.com","1. Go to Heatmaps section
2. Select a configured page
3. Click 'View Heatmap'",Click heatmap renders with color gradient overlay on page screenshot.,,"Page: /home, Min clicks: 100"
VWO-TC-4323,Test,Verify notification bell shows unread count [Safari 17 / QA Environment],Test covers: Dashboard. Verify notification bell shows unread count. Validates correct system behavior under QA Environment environment.,Medium,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Account Owner role)
2. Browser: Safari 17, OS: iOS 17
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Login to VWO
2. Observe notification bell icon in header",Bell shows numeric badge with count of unread notifications.,,Account with 3 unread notifications
VWO-TC-4324,Test,Verify login with invalid password,Test covers: Login & Authentication. Verify login with invalid password. Validates correct system behavior under Staging environment.,Medium,To Do,Authentication,"login,auth,security","1. VWO account is active (Viewer role)
2. Browser: Firefox 126, OS: Android 14
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Navigate to app.vwo.com/login
2. Enter valid email {email}
3. Enter wrong password 'wrongpass'
4. Click 'Sign In'",Error message 'Invalid credentials' shown. User stays on login page.,,"email: test@vwo.com, password: wrongpass"
VWO-TC-4325,Test,Verify filter recordings by page URL,Test covers: Session Recordings. Verify filter recordings by page URL. Validates correct system behavior under Production environment.,Medium,To Do,Session Recordings,"recordings,sessions,replay","1. VWO account is active (Viewer role)
2. Browser: Edge 124, OS: Ubuntu 22.04
3. Environment: Production
4. User is logged in to app.vwo.com","1. Go to Recordings
2. Click filter
3. Enter URL contains '/pricing'
4. Apply",Only recordings where user visited /pricing page are shown.,,Filter: URL contains /pricing
VWO-TC-4326,Test,Verify move heatmap tracks cursor movement,Test covers: Heatmaps. Verify move heatmap tracks cursor movement. Validates correct system behavior under Pre-prod environment.,High,To Do,Heatmaps,"heatmap,analytics,recordings","1. VWO account is active (Editor role)
2. Browser: Safari 17, OS: Ubuntu 22.04
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Open heatmap
2. Toggle to 'Move' view",Move heatmap shows areas where users hovered most. Hot zones highlighted in red.,,Page with move data
VWO-TC-4327,Test,Verify test report export to PDF,Test covers: Reports & Analytics. Verify test report export to PDF. Validates correct system behavior under Production environment.,Low,To Do,Reports,"reports,analytics,export","1. VWO account is active (Viewer role)
2. Browser: Firefox 126, OS: iOS 17
3. Environment: Production
4. User is logged in to app.vwo.com","1. Open test results
2. Click 'Export' > 'PDF'
3. Wait for generation","PDF report generated with charts, summary, and variation comparison.",,Test with 30+ days data
VWO-TC-4328,Test,Verify SQL injection protection in search,Test covers: Security. Verify SQL injection protection in search. Validates correct system behavior under Staging environment.,Medium,To Do,Security,"security,xss,csrf","1. VWO account is active (Account Owner role)
2. Browser: Chrome 124, OS: iOS 17
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Go to global search
2. Enter: ' OR 1=1 --
3. Submit",No database error. Results are empty or show 'No results found'.,,Search input: ' OR 1=1 --
VWO-TC-4329,Test,Verify login with invalid password [Safari 17 / QA Environment],Test covers: Login & Authentication. Verify login with invalid password. Validates correct system behavior under QA Environment environment.,High,To Do,Authentication,"login,auth,security","1. VWO account is active (Account Owner role)
2. Browser: Safari 17, OS: Windows 11
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Navigate to app.vwo.com/login
2. Enter valid email {email}
3. Enter wrong password 'wrongpass'
4. Click 'Sign In'",Error message 'Invalid credentials' shown. User stays on login page.,,"email: test@vwo.com, password: wrongpass"
VWO-TC-4330,Test,Verify webhook fires on test completion [Safari 17 / Pre-prod],Test covers: API & Integrations. Verify webhook fires on test completion. Validates correct system behavior under Pre-prod environment.,Medium,To Do,Integrations,"api,integration,webhook","1. VWO account is active (Admin role)
2. Browser: Safari 17, OS: Android 14
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Configure webhook endpoint
2. Stop a running test
3. Check webhook receiver",POST request sent to webhook URL with test completion payload.,,Webhook URL: https://requestbin.com/test
VWO-TC-4331,Test,Verify login form is keyboard navigable [Edge 124 / Staging],Test covers: Accessibility. Verify login form is keyboard navigable. Validates correct system behavior under Staging environment.,Low,To Do,Accessibility,"accessibility,aria,a11y","1. VWO account is active (Editor role)
2. Browser: Edge 124, OS: macOS Sonoma
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Open login page
2. Use Tab key to navigate through fields
3. Use Enter to submit",Focus moves through Email > Password > Login button. Form submits on Enter.,,N/A
VWO-TC-4332,Test,Verify XSS protection in test name input,Test covers: Security. Verify XSS protection in test name input. Validates correct system behavior under Pre-prod environment.,Low,To Do,Security,"security,xss,csrf","1. VWO account is active (Editor role)
2. Browser: Firefox 126, OS: iOS 17
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Create new A/B test
2. Enter test name: <script>alert('xss')</script>
3. Save",Script tag sanitized. Name saved as plain text. No JS executed.,,Input: <script>alert('xss')</script>
VWO-TC-4333,Test,Verify 'Forgot Password' link is visible and functional [Firefox 126 / QA Environment],Test covers: Login & Authentication. Verify 'Forgot Password' link is visible and functional. Validates correct system behavior under QA Environment environment.,Low,To Do,Authentication,"login,auth,security","1. VWO account is active (Team Member role)
2. Browser: Firefox 126, OS: iOS 17
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Navigate to login page
2. Click 'Forgot Password' link
3. Enter registered email
4. Click 'Send Reset Link'",Password reset email sent. Confirmation message displayed.,,email: test@vwo.com
VWO-TC-4334,Test,Verify MFA with expired OTP,Test covers: Login & Authentication. Verify MFA with expired OTP. Validates correct system behavior under Pre-prod environment.,Low,To Do,Authentication,"login,auth,security","1. VWO account is active (Account Owner role)
2. Browser: Firefox 126, OS: macOS Sonoma
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Login with credentials
2. Wait for OTP to expire (>30 seconds)
3. Enter expired OTP",Error: 'OTP has expired. Please request a new one.',,Expired TOTP code
VWO-TC-4335,Test,Verify timezone setting updates dashboard data,Test covers: Settings & Profile. Verify timezone setting updates dashboard data. Validates correct system behavior under QA Environment environment.,Medium,To Do,Settings,"settings,profile,account","1. VWO account is active (Admin role)
2. Browser: Firefox 126, OS: iOS 17
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Go to Settings > Account
2. Change timezone to 'America/New_York'
3. Save
4. Check dashboard timestamps",All timestamps in dashboard reflect the new timezone.,,Timezone: America/New_York
VWO-TC-4336,Test,Verify breadcrumb navigation is correct,Test covers: Navigation. Verify breadcrumb navigation is correct. Validates correct system behavior under QA Environment environment.,Medium,To Do,Navigation,"navigation,sidebar,ui","1. VWO account is active (Admin role)
2. Browser: Safari 17, OS: Android 14
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Navigate to a campaign
2. Open a variation
3. Check breadcrumb at top",Breadcrumb shows: Dashboard > Campaigns > [Campaign Name] > Variations,,Campaign: 'Homepage Test'
VWO-TC-4337,Test,Verify move heatmap tracks cursor movement,Test covers: Heatmaps. Verify move heatmap tracks cursor movement. Validates correct system behavior under Pre-prod environment.,High,To Do,Heatmaps,"heatmap,analytics,recordings","1. VWO account is active (Viewer role)
2. Browser: Chrome 124, OS: Windows 11
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Open heatmap
2. Toggle to 'Move' view",Move heatmap shows areas where users hovered most. Hot zones highlighted in red.,,Page with move data
VWO-TC-4338,Test,Verify ARIA labels on interactive elements,Test covers: Accessibility. Verify ARIA labels on interactive elements. Validates correct system behavior under Production environment.,High,To Do,Accessibility,"accessibility,aria,a11y","1. VWO account is active (Account Owner role)
2. Browser: Edge 124, OS: iOS 17
3. Environment: Production
4. User is logged in to app.vwo.com","1. Open dashboard
2. Use screen reader
3. Navigate through buttons and links","All buttons, inputs, and links have descriptive ARIA labels.",,Screen reader: NVDA
VWO-TC-4339,Test,Verify CSRF token present in form submissions [Chrome Mobile / QA Environment],Test covers: Security. Verify CSRF token present in form submissions. Validates correct system behavior under QA Environment environment.,Low,To Do,Security,"security,xss,csrf","1. VWO account is active (Team Member role)
2. Browser: Chrome Mobile, OS: iOS 17
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Login
2. Submit any form
3. Inspect network request headers",CSRF token present in request headers or form payload.,,Chrome DevTools Network tab
